Comparison of the Reverse Engineering Tools Ghidra and Dyninst

Address	Ghidra Symbols	Dyninst Symbols	Full Match	Partial Match
149c0	[FUN_001149c0]	[targ149c0]	true	true
149e0	[FUN_001149e0]	[ ]	false	false
14a20	[FUN_00114a20]	[targ14a20]	true	true
14a60	[FUN_00114a60]	[ ]	false	false
14a90	[FUN_00114a90]	[ ]	false	false
14b20	[FUN_00114b20]	[targ14b20]	true	true
14b70	[FUN_00114b70]	[ ]	false	false
14b90	[FUN_00114b90]	[ ]	false	false
14bc0	[FUN_00114bc0]	[targ14bc0]	true	true
14bf0	[FUN_00114bf0]	[targ14bf0]	true	true
14c10	[FUN_00114c10]	[targ14c10]	true	true
14c50	[FUN_00114c50]	[targ14c50]	true	true
14d50	[FUN_00114d50]	[ ]	false	false
14d80	[FUN_00114d80]	[targ14d80]	true	true
14db0	[FUN_00114db0]	[targ14db0]	true	true
14eb0	[FUN_00114eb0]	[targ14eb0]	true	true
14f60	[FUN_00114f60]	[targ14f60]	true	true
15380	[FUN_00115380]	[targ15380]	true	true
153f0	[FUN_001153f0]	[targ153f0]	true	true
15410	[FUN_00115410]	[targ15410]	true	true
15430	[FUN_00115430]	[ ]	false	false
15450	[FUN_00115450]	[targ15450]	true	true
154e0	[FUN_001154e0]	[ ]	false	false
15520	[FUN_00115520]	[targ15520]	true	true
15540	[FUN_00115540]	[targ15540]	true	true
15560	[FUN_00115560]	[ ]	false	false
155f0	[_obstack_begin]	[_obstack_begin]	true	true
15610	[_obstack_begin_1]	[_obstack_begin_1]	true	true
15630	[_obstack_newchunk]	[_obstack_newchunk]	true	true
15720	[_obstack_allocated_p]	[_obstack_allocated_p]	true	true
15760	[_obstack_free]	[_obstack_free]	true	true
157d0	[_obstack_memory_used]	[_obstack_memory_used]	true	true
15800	[FUN_00115800]	[targ15800]	true	true
15830	[FUN_00115830]	[targ15830]	true	true
15860	[FUN_00115860]	[targ15860]	true	true
158c0	[FUN_001158c0]	[targ158c0]	true	true
15950	[FUN_00115950]	[targ15950]	true	true
15a90	[FUN_00115a90]	[targ15a90]	true	true
15b70	[FUN_00115b70]	[ ]	false	false
15b80	[FUN_00115b80]	[targ15b80]	true	true
15c30	[FUN_00115c30]	[targ15c30]	true	true
15d80	[FUN_00115d80]	[ ]	false	false
15e00	[FUN_00115e00]	[targ15e00]	true	true
15e20	[FUN_00115e20]	[ ]	false	false
15e60	[FUN_00115e60]	[targ15e60]	true	true
15ea0	[FUN_00115ea0]	[ ]	false	false
15f20	[FUN_00115f20]	[targ15f20]	true	true
15f60	[FUN_00115f60]	[targ15f60]	true	true
15fc0	[FUN_00115fc0]	[ ]	false	false
16030	[FUN_00116030]	[ ]	false	false
16040	[FUN_00116040]	[targ16040]	true	true
16050	[_fini]	[_fini]	true	true
